Nombre,"φ ("")",Fecha 1ª obs.,Fecha 2ª obs.,Δt (años),"π ("")",Vr (km/s),B,V
vega,44.0000,2023-04-04,2025-04-07,2.01,0.1302,-13.50,0.03,0.03
